,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
256,3713,At 7am tomorrow morning ring the alarm,alarm:set,alarm,test,alarm:set,0.620030403137207
257,153,Set wake-up Thursday 7 am.,alarm:set,alarm,valid,alarm:set,0.4206750392913818
258,4152,Wake me up at 7 AM.,alarm:set,alarm,valid,alarm:set,0.658008873462677
259,10722,PDA name: set my calendar for an alarm at 5pm tuesday,alarm:set,alarm,test,alarm:set,0.6226661801338196
260,2425,fix an alam,alarm:set,alarm,test,,0.0
261,2578,Set alarm for 6:00 a.m. tomorrow.,alarm:set,alarm,valid,alarm:set,0.8589832782745361
262,2093,Wake me up at 5:00 am,alarm:set,alarm,test,alarm:set,0.5203332304954529
263,5777,New alarm for 6am,alarm:set,alarm,test,alarm:set,0.8906779885292053
264,6140,set alarm 6 am,alarm:set,alarm,train_ms,alarm:set,0.8417614698410034
265,6325,Please arrange to wake me up at 3.00 am alarm,alarm:set,alarm,train_ms,alarm:set,0.8724355101585388
266,542,I need a reminder alarm at 1:00p.,alarm:set,alarm,train_ms,calendar:set,0.5965772867202759
267,8233,Set a reminder alarm for my meeting with the agent this evening,alarm:set,alarm,train_ms,calendar:set,0.7610033750534058
268,4555,Please put on an alarm for 8am,alarm:set,alarm,train_ms,alarm:set,0.7854875326156616
269,6508,set an alarm at 6 AM [date : tomorrow],alarm:set,alarm,train_ms,alarm:set,0.8008322715759277
270,5581,Turn on an alarm for 3:30pm today,alarm:set,alarm,test,alarm:set,0.8093592524528503
271,3805,Send me a wake up alert at 7:00 am tomorrow morning.,alarm:set,alarm,test,alarm:set,0.638098955154419
272,5732,Make a new alarm.,alarm:set,alarm,test,alarm:set,0.6336824297904968
273,4489,volume check,alarm:set,alarm,train_ms,audio:volume_down,0.5825678110122681
274,929,Set alarm for 8 am,alarm:set,alarm,valid,alarm:set,0.8886163234710693
275,2072,put alarm at 5 AM,alarm:set,alarm,valid,alarm:set,0.7584407925605774
276,620,please set the alarm for next morning to 7 am,alarm:set,alarm,train_nlu,alarm:set,1.0
277,4440,Could you please set an alarm at 6 am?,alarm:set,alarm,valid,alarm:set,0.894088625907898
278,6407,set alarm at 9 am on next sunday,alarm:set,alarm,train_nlu,alarm:set,1.0
279,152,Set alarm tomorrow at 6 am.,alarm:set,alarm,test,alarm:set,0.8392057418823242
280,6875,PLEASE SET ALARAM TO MY MOBIL PHONES,alarm:set,alarm,train_ms,alarm:remove,0.5066512823104858
281,6323,Please set an alarm at 4.00 am [date : tomorrow],alarm:set,alarm,valid,alarm:set,0.8263382315635681
282,4158,set alarm for 9am,alarm:set,alarm,train_nlu,alarm:set,1.0
283,83,set alarm for 8 every weekday,alarm:set,alarm,train_nlu,alarm:set,1.0
284,1,wake me up at 9am on Friday,alarm:set,alarm,train_nlu,alarm:set,1.0
285,9015,please set an alarm for tomorrows meeting at 7:00 a.m.,alarm:set,alarm,valid,alarm:set,0.8187903761863708
286,545,set an alarm for 1pm,alarm:set,alarm,train_ms,alarm:set,0.8533108234405518
287,5392,Olly set the Alarm,alarm:set,alarm,valid,alarm:set,0.7626289129257202
288,10473,make an alarm for fridays meeting at 10am,alarm:set,alarm,train_ms,calendar:set,0.6843317747116089
289,6044,alarm set,alarm:set,alarm,train_ms,alarm:query,0.8378039598464966
290,10449,set alarm for reminder,alarm:set,alarm,train_ms,alarm:set,0.655475378036499
291,4408,Change my alarms to Mountain time,alarm:set,alarm,train_ms,alarm:query,0.8002543449401855
292,1927,please set alarm at 5 pm,alarm:set,alarm,test,alarm:set,0.8631547689437866
293,10472,set an alarm for next tuesdays meeting,alarm:set,alarm,valid,alarm:set,0.8253042697906494
294,5270,Set an alarm for 5 am,alarm:set,alarm,valid,alarm:set,0.904960572719574
295,1197,put alarm on,alarm:set,alarm,valid,alarm:remove,0.7166042327880859
296,8008,"wake me up on Friday at 5 in the morning, I need to catch the train",alarm:set,alarm,valid,transport:query,0.523583710193634
