,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
73,4571,is there an alarm at 4 am?,alarm:query,alarm,train_nlu,alarm:query,1.0
74,1800,How many alarms are currently set?,alarm:query,alarm,train_ms,alarm:query,0.9261749744415284
75,6820,Tell me about the alarm timings.,alarm:query,alarm,valid,alarm:query,0.5727807998657226
76,835,what time is the alarm set for tomorrow?,alarm:query,alarm,test,alarm:query,0.6429527282714844
77,4413,Are there any alarms for today?,alarm:query,alarm,train_nlu,alarm:query,1.0
78,510,what alarms are set,alarm:query,alarm,train_ms,alarm:query,0.9739014625549316
79,887,Are there any alarms set right now?,alarm:query,alarm,valid,alarm:query,0.9809958457946776
80,5249,Please list all my alarms,alarm:query,alarm,valid,alarm:query,0.6232323169708252
81,4291,What is the wake up time for my alarm I have set for the flight this weekend?,alarm:query,alarm,valid,alarm:query,0.7829699993133545
82,2962,Would you please check to see if I've set my alarm for tomorrow morning,alarm:query,alarm,train_nlu,alarm:query,1.0
83,3471,what alarms have i set for tomorrow,alarm:query,alarm,valid,alarm:query,0.8688687324523927
84,6557,"Tap Start, and then select Settings.",alarm:query,alarm,test,general:dontcare,0.2957809329032898
85,1435,"What alarms are set in the morning, PDA?",alarm:query,alarm,train_nlu,alarm:query,1.0
86,5926,what alarms do I have set for today?,alarm:query,alarm,test,alarm:query,0.9587921142578126
87,566,Do I have any alarms set for tomorrow?,alarm:query,alarm,test,alarm:query,0.8343040943145752
88,1787,"Do I have any alarms set, Olly?",alarm:query,alarm,train_nlu,alarm:query,1.0
89,836,confirm my alarm settings,alarm:query,alarm,test,alarm:set,0.4595388412475586
90,6376,Please let me know the morning alarm time kept for Weekends,alarm:query,alarm,train_nlu,alarm:query,1.0
91,7010,please tell about the alarms,alarm:query,alarm,train_nlu,alarm:query,1.0
92,332,What time will my alarm go off today?,alarm:query,alarm,train_ms,alarm:query,0.799931812286377
93,5330,"OK Google, list all of my upcoming alarms.",alarm:query,alarm,valid,alarm:query,0.4536691904067993
94,4588,What time have you set the alarm?,alarm:query,alarm,test,alarm:query,0.8609081268310548
95,886,What alarms will wake me up tomorrow?,alarm:query,alarm,valid,alarm:query,0.6643433094024658
96,2039,What alarms are on right now?,alarm:query,alarm,test,alarm:query,0.9141386508941652
97,509,confirm the alarm time,alarm:query,alarm,train_ms,alarm:query,0.353228235244751
98,3265,Is there an alarm for 10am?,alarm:query,alarm,train_nlu,alarm:query,1.0
99,5480,Is my alarm set?,alarm:query,alarm,test,alarm:query,0.9036985874176028
100,7184,Delete alarm.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
101,2174,please remove the alarm which i set for today morning.,alarm:remove,alarm,test,alarm:remove,0.8256449222564697
102,1819,Remove alarm of 7.30 a.m. on monday,alarm:remove,alarm,test,alarm:remove,0.9350589752197268
103,1056,Delete my alarm for 8am,alarm:remove,alarm,train_ms,alarm:remove,0.9670904636383058
104,2395,turn off my alarm,alarm:remove,alarm,train_ms,alarm:remove,0.8532745838165283
105,4892,Remove my earliest alarm for tomorrow.,alarm:remove,alarm,test,alarm:remove,0.838457202911377
106,3295,Delete scheduled alarm,alarm:remove,alarm,test,alarm:remove,0.944308090209961
107,6229,Remove 7am alarm.,alarm:remove,alarm,valid,alarm:remove,0.9903226375579834
108,180,Remove the alarm,alarm:remove,alarm,valid,alarm:remove,0.9879758834838868
109,179,Delete the alarm I just set,alarm:remove,alarm,train_nlu,alarm:remove,1.0
110,3180,Cancel the alarm that is set for tomorrow at 8 am.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
111,5568,Turn off my first alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
112,5570,Turn off all alarms,alarm:remove,alarm,train_ms,alarm:remove,0.8706132411956788
113,969,please remove my alarm,alarm:remove,alarm,train_ms,alarm:remove,0.9315261840820312
114,42,Cancel my 7am alarm,alarm:remove,alarm,valid,alarm:remove,0.9674450397491456
115,6566,pleaze remove the the alarm which i set,alarm:remove,alarm,train_nlu,alarm:remove,1.0
116,1259,1PM REMOVED 1AM SET,alarm:remove,alarm,train_nlu,alarm:remove,1.0
117,7183,Remove alarm.,alarm:remove,alarm,valid,alarm:remove,0.9655189037322998
118,5634,"Echo, remove my work alarm",alarm:remove,alarm,test,alarm:remove,0.8789589881896973
119,987,phones,alarm:remove,alarm,test,,0.0
120,4894,Get rid of my wake up alarm set for Saturday.,alarm:remove,alarm,train_ms,alarm:set,0.8864199638366699
121,5569,Take away my alarm for [date : tomorrow] at 4:30am,alarm:remove,alarm,train_nlu,alarm:remove,1.0
122,3460,clear my 9 am alarms,alarm:remove,alarm,train_nlu,alarm:remove,1.0
123,1565,Change the alarm weekly settings,alarm:remove,alarm,valid,alarm:remove,0.5936978578567504
124,5052,Disable the alarm at xx:xx am/pm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
125,942,Turn off any morning alarms after Friday,alarm:remove,alarm,test,alarm:remove,0.6022822380065918
126,4681,Snooze all today's alarms permanently.,alarm:remove,alarm,valid,alarm:remove,0.6189351558685303
127,3294,Remove set alarm,alarm:remove,alarm,train_ms,alarm:remove,0.820712184906006
128,5797,"Siri, cancel all soccer practice alarms",alarm:remove,alarm,test,alarm:remove,0.5429821729660034
129,988,personal data assistants,alarm:remove,alarm,train_ms,qa:factoid,0.5254411935806275
130,2397,change my alarm,alarm:remove,alarm,test,alarm:remove,0.7184687614440919
131,44,Stop 7am alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
132,6821,Reset the alarm.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
133,386,Disable the first alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
134,6187,Remove no. 3 alarm of list.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
135,387,Delete the first aarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
136,3594,remove all alarms,alarm:remove,alarm,train_ms,alarm:remove,0.9727240085601808
137,4680,Disable all alarms set for today.,alarm:remove,alarm,test,alarm:remove,0.6873167991638184
138,1821,Remove 6 a. m. alarm of whole week for future.,alarm:remove,alarm,valid,alarm:remove,0.665842628479004
139,8902,remove tomorrow's alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
140,5635,"Echo, remove my bedtime alarm",alarm:remove,alarm,train_ms,alarm:remove,0.9472218990325928
141,6300,can you please remove the alarm,alarm:remove,alarm,test,alarm:remove,0.8906949043273926
142,3459,delete my 6 am alarm,alarm:remove,alarm,test,alarm:remove,0.9592767238616944
143,4334,Please remove the alarm set for Wednesday called kickball.,alarm:remove,alarm,valid,alarm:remove,0.676750659942627
144,385,Remove the first alarm,alarm:remove,alarm,valid,alarm:remove,0.9883993148803712
145,5796,"Siri, cancel yoga alarms",alarm:remove,alarm,train_ms,alarm:remove,0.6964284896850585
146,967,remove my morning alarm,alarm:remove,alarm,valid,alarm:remove,0.8794116497039794
147,1566,Set the alarm off,alarm:remove,alarm,test,alarm:remove,0.7550940036773681
148,5510,Remove my 6 am alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
149,3370,I would like this alarm permanently removed,alarm:remove,alarm,train_nlu,alarm:remove,1.0
150,4238,Please remove the alarm that is set for weekdays at 9.,alarm:remove,alarm,train_ms,alarm:remove,0.8940916061401367
151,3775,remove the latest alarm,alarm:remove,alarm,valid,alarm:remove,0.9183364391326904
152,5135,Ask them to remember always to lock the door and keep a careful watch on their keys.,alarm:remove,alarm,valid,social:post,0.4587508916854859
153,5053,Cancel the alarm at xx:yy am/pm,alarm:remove,alarm,test,alarm:remove,0.9653397083282472
154,6230,Delete my 8 pm alarm.,alarm:remove,alarm,valid,alarm:remove,0.9771289825439452
155,3567,cancel alarm for tomorrow,alarm:remove,alarm,test,alarm:remove,0.6840810775756836
156,1564,remove the alarm for tomorrow,alarm:remove,alarm,train_ms,alarm:remove,0.9332897186279296
157,6950,Could you please remove the set of alarms between 8 and 9?,alarm:remove,alarm,test,alarm:remove,0.7025116920471193
158,5812,i dont want any alarms,alarm:remove,alarm,valid,alarm:query,0.6881520271301269
159,3894,Take off my alarms,alarm:remove,alarm,test,alarm:remove,0.6169498920440675
160,5136,Teach children to never answer the door when home alone.,alarm:remove,alarm,test,iot:cleaning,0.3011867880821228
161,5286,Cancel my alarm for tomorrow morning.,alarm:remove,alarm,train_ms,alarm:remove,0.7523989200592041
162,5636,"Echo, remove Finlee's bedtime alarm",alarm:remove,alarm,train_nlu,alarm:remove,1.0
163,3182,Please remove any alarms that I have set.,alarm:remove,alarm,train_ms,alarm:query,0.6668898582458496
164,4336,"Kickball is over, I do not need the alarm for kickball on Wednesday evening, any longer.",alarm:remove,alarm,train_ms,alarm:remove,0.3755679249763489
165,3296,Cancel alarm,alarm:remove,alarm,valid,alarm:remove,0.9071598052978516
166,570,Get rid of my 8AM alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
167,6568,unset all alarm which is seted,alarm:remove,alarm,train_nlu,alarm:remove,1.0
168,569,Cancel my 8AM alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
169,968,please delete my morning alarm,alarm:remove,alarm,valid,alarm:remove,0.8636897563934327
170,3351,reset alarm,alarm:remove,alarm,train_ms,alarm:remove,0.8693581581115724
171,4679,Remove the alarm set for 4:00 am.,alarm:remove,alarm,test,alarm:remove,0.8958747386932373
172,3809,pls turn off the alarm,alarm:remove,alarm,test,alarm:remove,0.8826149940490724
173,1929,turn off the alarm,alarm:remove,alarm,train_nlu,alarm:remove,1.0
174,940,Turn off the alarm for tomorrow morning,alarm:remove,alarm,train_ms,alarm:remove,0.6915893077850341
175,878,cancel wake-up calls for this week,alarm:remove,alarm,train_ms,general:commandstop,0.3326866149902344
176,1284,disable my 3PM alarm,alarm:remove,alarm,valid,alarm:remove,0.8610146522521973
177,4335,Please delete the Wednesday evening alarm.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
178,3566,cancel all alarms,alarm:remove,alarm,valid,alarm:remove,0.916159439086914
179,43,Remove the alarm set for 10pm,alarm:remove,alarm,valid,alarm:remove,0.932405424118042
180,1283,disable alarm for 3PM,alarm:remove,alarm,train_ms,alarm:remove,0.6466666221618653
181,4239,I no longer need the daily 5pm alarm.,alarm:remove,alarm,valid,alarm:remove,0.4368298292160034
182,877,remove wake-up calls for this week,alarm:remove,alarm,valid,alarm:remove,0.3880844950675964
183,6301,ibset a ararl can you turn it off?,alarm:remove,alarm,train_ms,iot:wemo_off,0.4445166826248169
184,568,Turn off 8AM alarm,alarm:remove,alarm,valid,alarm:remove,0.9635259151458742
185,879,stop wake-up calls for this week,alarm:remove,alarm,train_ms,alarm:set,0.3706315398216248
186,5287,Do not wake me up tomorrow.,alarm:remove,alarm,valid,alarm:set,0.8540934085845948
187,4237,I need to delete the alarm for church on Sundays at 11am.,alarm:remove,alarm,train_nlu,alarm:remove,1.0
188,5817,remove all alarms if any,alarm:remove,alarm,valid,alarm:remove,0.9508183479309082
189,1257,12AM REMOVED 2PM SET,alarm:remove,alarm,test,alarm:remove,0.4910525798797607
190,3596,remove all alarms set today,alarm:remove,alarm,train_nlu,alarm:remove,1.0
191,5811,remove alarm if any,alarm:remove,alarm,valid,alarm:remove,0.931051778793335
192,1820,Remove Tuesday alarm of 9.00 a. m.,alarm:remove,alarm,train_ms,alarm:remove,0.899955940246582
193,4472,"Olly, get rid of my current alarms.",alarm:remove,alarm,valid,alarm:remove,0.708855152130127
194,3458,remove my early alarms,alarm:remove,alarm,train_nlu,alarm:remove,1.0
195,4893,Delete the meeting alarm at 2 P.M. on Tuesday.,alarm:remove,alarm,train_ms,alarm:remove,0.6432661533355712
196,3595,remove alarms set for tomorrow,alarm:remove,alarm,train_ms,alarm:remove,0.7654200077056885
197,6186,Remove all alarm of sunday,alarm:remove,alarm,train_ms,alarm:remove,0.9725223541259768
198,3371,This alarm needs to be permanently silenced.,alarm:remove,alarm,test,alarm:remove,0.7518302917480468
199,5511,remove my 8 pm alarm and set it to 7 pm,alarm:remove,alarm,train_ms,alarm:remove,0.9110868453979492
200,6406,set alarm on 25th may at 5 pm,alarm:set,alarm,test,alarm:set,0.796432113647461
201,8131,please set an alarm clock for my next meeting with the team at 3 pm next friday,alarm:set,alarm,train_ms,alarm:set,0.8012440204620361
202,5316,Wake me up [date : tomorrow] at 6am.,alarm:set,alarm,train_nlu,alarm:set,1.0
203,4540,I want to set an alarm when I'm driving home tomorrow to remember to stop at the store and get food.,alarm:set,alarm,train_ms,lists:createoradd,0.3940646886825562
204,7343,I want an alarm for 6am everyday,alarm:set,alarm,train_nlu,alarm:set,1.0
205,3637,Set an alarm for me for <insert time>,alarm:set,alarm,test,alarm:set,0.930159902572632
206,5690,confirm that the alarm is set for [date : tomorrow],alarm:set,alarm,train_nlu,alarm:set,1.0
207,8895,Set alarm for Saturday morning soccer practice at 8 AM,alarm:set,alarm,train_nlu,alarm:set,1.0
208,6138,set alarm for morning 6,alarm:set,alarm,train_ms,alarm:set,0.9879170417785644
209,4490,quality of sound check,alarm:set,alarm,test,audio:volume_up,0.3857022881507874
210,3562,set alarm for 03/06/2017 at 5am,alarm:set,alarm,test,alarm:set,0.9451282978057862
211,5779,Set an alarm for 6am,alarm:set,alarm,valid,alarm:set,0.9879247188568115
212,4160,set an alarm for me for tomorrow,alarm:set,alarm,train_nlu,alarm:set,1.0
213,6492,Alarm 10 AM,alarm:set,alarm,test,alarm:remove,0.9381556987762452
214,3465,"If my package shows that it is for delivery tomorrow, can you set up an alarm 1 hour after? Thank you!",alarm:set,alarm,valid,alarm:query,0.4717296123504639
215,410,set alArm,alarm:set,alarm,valid,alarm:set,0.8507783889770508
216,152,Set alarm tomorrow at 6 am.,alarm:set,alarm,train_ms,alarm:set,0.9204597473144532
217,9589,Make an alarm to help me remember,alarm:set,alarm,train_ms,alarm:set,0.4731358051300049
218,2768,Set my alarm for time,alarm:set,alarm,valid,alarm:set,0.5862700700759889
219,10071,Set alarm for tomorrow at 2 pm.,alarm:set,alarm,train_nlu,alarm:set,1.0
220,2299,Set my alarm for 6 am tomorrow.,alarm:set,alarm,test,alarm:set,0.8513533592224121
221,7093,"Olly, create an alarm for today at ten a.m.",alarm:set,alarm,valid,alarm:set,0.901734209060669
222,5878,please wake me up at 7:30 am,alarm:set,alarm,train_nlu,alarm:set,1.0
223,8514,Set the alarm to 7 am for work,alarm:set,alarm,valid,alarm:set,0.6245547771453858
224,5581,Turn on an alarm for 3:30pm today,alarm:set,alarm,train_ms,alarm:set,0.9084455490112304
225,3560,set alarm for noon tomorrow,alarm:set,alarm,train_nlu,alarm:set,1.0
226,208,set an alarm at 6 in the morning,alarm:set,alarm,train_ms,alarm:set,0.9341159343719484
227,10258,Set a repeating reminder alarm for the Facebook event I have to attend on 7th April.,alarm:set,alarm,test,calendar:set,0.6890464782714845
228,754,Make an alarm to wake me up after 5 hours.,alarm:set,alarm,test,alarm:set,0.9611207008361816
229,6875,PLEASE SET ALARAM TO MY MOBIL PHONES,alarm:set,alarm,test,alarm:query,0.2898588538169861
230,2092,Set alarm at 5:00 am,alarm:set,alarm,train_nlu,alarm:set,1.0
231,4427,Set my alarm for 8 AM.,alarm:set,alarm,valid,alarm:set,0.6559755325317382
232,5002,Postpone my alarm by 15 mins.,alarm:set,alarm,test,alarm:remove,0.7616341590881348
233,1767,Set the Alarm tone,alarm:set,alarm,train_ms,alarm:remove,0.6074908733367921
234,6724,Set an alarm for 5 o'clock o'clock this evening labelled taxi,alarm:set,alarm,train_nlu,alarm:set,1.0
235,10473,make an alarm for fridays meeting at 10am,alarm:set,alarm,train_nlu,alarm:set,1.0
236,3015,set an alarm for 5:30,alarm:set,alarm,test,alarm:set,0.981478500366211
237,2358,wake me up,alarm:set,alarm,valid,alarm:set,0.9194900989532472
238,407,make me a wake up alarm for 8:45am,alarm:set,alarm,train_ms,alarm:set,0.9707685947418214
239,7035,Open Clock,alarm:set,alarm,train_ms,alarm:set,0.2724770843982697
240,10721,PDA name: alarm 5pm tuesday,alarm:set,alarm,train_ms,alarm:set,0.6373720645904541
241,9660,Set a reminder i need to wake up at 5 Am every morning,alarm:set,alarm,valid,alarm:set,0.8750355243682861
242,9670,Please sound an alarm three hours before a scheduled event.,alarm:set,alarm,train_ms,alarm:set,0.617589569091797
243,7996,Set an alarm for the dance classes two hours before the classes start,alarm:set,alarm,train_ms,alarm:set,0.7981924533843994
244,4035,Create an alarm for 5 pm.,alarm:set,alarm,train_ms,alarm:set,0.9421324729919434
245,6491,wake me at 7 am,alarm:set,alarm,test,alarm:set,0.931626796722412
246,1007,I want the alarm set for six.,alarm:set,alarm,test,alarm:set,0.5120562791824341
247,1866,Set alarm of every Tuesday of march month morning 8 a. m.,alarm:set,alarm,train_nlu,alarm:set,1.0
248,8290,set a reminder alerm for my 5pm meeting please,alarm:set,alarm,valid,calendar:set,0.6698488712310791
249,82,set an alarm 40 minutes from now,alarm:set,alarm,valid,alarm:set,0.8722407341003418
250,4158,set alarm for 9am,alarm:set,alarm,valid,alarm:set,0.9494104862213136
251,408,go to alarm on menu,alarm:set,alarm,valid,iot:wemo_on,0.2618786096572876
252,4440,Could you please set an alarm at 6 am?,alarm:set,alarm,test,alarm:set,0.8681426048278809
253,10239,set alarm for saturday,alarm:set,alarm,test,alarm:set,0.9519366264343264
254,611,Set alarm to begin,alarm:set,alarm,test,alarm:set,0.5195791006088257
255,542,I need a reminder alarm at 1:00p.,alarm:set,alarm,test,calendar:set,0.7141594409942627
256,3804,Please set an alarm at 7:00 am tomorrow morning?,alarm:set,alarm,train_ms,alarm:set,0.9548800945281984
257,3821,remind me at 13:00,alarm:set,alarm,test,calendar:set,0.919990634918213
258,5390,Wake me up at 6:30,alarm:set,alarm,test,alarm:set,0.9612537384033204
259,4397,Can you set an alarm for me?,alarm:set,alarm,test,alarm:set,0.9249986648559572
260,7094,"Olly, alert me at ten a.m., please.",alarm:set,alarm,test,datetime:query,0.3150431036949158
261,2578,Set alarm for 6:00 a.m. tomorrow.,alarm:set,alarm,train_nlu,alarm:set,1.0
262,5777,New alarm for 6am,alarm:set,alarm,train_nlu,alarm:set,1.0
263,4812,Wake me up at ten.,alarm:set,alarm,train_ms,alarm:set,0.9216601848602296
264,545,set an alarm for 1pm,alarm:set,alarm,valid,alarm:set,0.9635288715362548
265,8233,Set a reminder alarm for my meeting with the agent this evening,alarm:set,alarm,valid,calendar:set,0.7023034572601319
266,3636,Set my alarm for <insert time>,alarm:set,alarm,test,alarm:set,0.501915454864502
267,2833,Please set the alarm for next Friday at 6:30 am,alarm:set,alarm,test,alarm:set,0.8138319492340089
268,81,set an alarm for 12,alarm:set,alarm,train_nlu,alarm:set,1.0
269,6323,Please set an alarm at 4.00 am [date : tomorrow],alarm:set,alarm,train_ms,alarm:set,0.8909042358398438
270,610,start alarm,alarm:set,alarm,valid,alarm:remove,0.5977662563323975
271,2580,Put an alarm and wake me up at 6:00 a.m. tomorrow morning.,alarm:set,alarm,test,alarm:set,0.9866281032562256
272,3963,set up an alarm clock at 1pm,alarm:set,alarm,test,alarm:set,0.9640066623687744
273,3536,set alarm for 6 am everyday,alarm:set,alarm,test,alarm:set,0.986345386505127
274,153,Set wake-up Thursday 7 am.,alarm:set,alarm,train_nlu,alarm:set,1.0
275,209,set an alarm for 4 in the afternoon,alarm:set,alarm,train_nlu,alarm:set,1.0
276,5272,Can you set an alarm for 7 am?,alarm:set,alarm,train_nlu,alarm:set,1.0
277,989,set my alarm for 7am,alarm:set,alarm,test,alarm:set,0.8023103713989259
278,5761,Set new alarm on 5 am,alarm:set,alarm,valid,alarm:set,0.9142889976501464
279,3805,Send me a wake up alert at 7:00 am tomorrow morning.,alarm:set,alarm,train_nlu,alarm:set,1.0
280,3823,get me to alarm setting,alarm:set,alarm,train_nlu,alarm:set,1.0
281,2371,open alarm,alarm:set,alarm,test,alarm:remove,0.6673082828521728
282,10470,make an alarm for the meeting with bob at 7 today,alarm:set,alarm,valid,alarm:set,0.7971485137939454
283,9410,"PDA, set a doctor's appointment for 3:30 PM, March 7th, with an alarm thirty minutes before.",alarm:set,alarm,train_nlu,alarm:set,1.0
284,3561,can you set the alarm for 1:30,alarm:set,alarm,test,alarm:set,0.5487045049667358
285,2770,Set my alarm for Tuesday at 6pm.,alarm:set,alarm,test,alarm:set,0.8111045837402344
286,3492,"PDA, Set an 8:00 AM alarm for next Tuesday.",alarm:set,alarm,test,alarm:set,0.8721071720123292
287,4404,Set an alarm for 9PM,alarm:set,alarm,valid,alarm:set,0.985229778289795
288,8246,Please set a reminder alarm for 3pm on saturday,alarm:set,alarm,valid,alarm:set,0.7635301589965822
289,2393,Get me up in half an hour,alarm:set,alarm,train_ms,alarm:set,0.5189971446990966
290,4428,Alarm me at 8 AM.,alarm:set,alarm,train_ms,alarm:remove,0.7790804862976075
291,9047,Wake me up every weekday at 7,alarm:set,alarm,valid,alarm:set,0.9528244495391848
292,5732,Make a new alarm.,alarm:set,alarm,test,alarm:set,0.5911005020141602
293,9658,Wake me up at 5 Am every morning,alarm:set,alarm,train_nlu,alarm:set,1.0
